image,image_name,estimated_bpp,coded_bpp,bpp,forward_ms,encode_ms,decode_ms,codec_total_ms,num_pixels,psnr,ms_ssim,ms_ssim_db,mse
1,kodim01,0.20520425029098988,0.205810546875,0.20520425029098988,159.61692199925892,78.57161300489679,92.97276398865506,171.54437699355185,393216,25.34997837713281,0.9164331555366516,10.77965996756233,0.002917441539466381
2,kodim02,0.08733932053049405,0.08732096354166667,0.08733932053049405,5.073633001302369,70.71755500510335,89.22121500654612,159.93877001164947,393216,28.931658775004237,0.8845933079719543,9.377690072410502,0.0012788927415385842
3,kodim03,0.07622723591824372,0.076416015625,0.07622723591824372,5.296570991049521,72.95283299754374,89.25360500870738,162.20643800625112,393216,30.14228027610561,0.9381749033927917,12.088351963424081,0.0009677695925347507
4,kodim04,0.09151564165949821,0.09163411458333333,0.09151564165949821,8.49145399115514,76.28968599601649,92.35045699460898,168.64014299062546,393216,28.838408833181948,0.8983704447746277,9.929799750765312,0.0013066495303064585
5,kodim05,0.24370812438428402,0.24405924479166666,0.24370812438428402,5.177992003154941,70.92196399753448,88.08102100738324,159.00298500491772,393216,24.858162065666242,0.9279069304466248,11.421064828449705,0.0032672607339918613
6,kodim06,0.1478738160803914,0.14827473958333334,0.1478738160803914,5.110312005854212,68.5777469916502,88.29698999761604,156.87473698926624,393216,26.285147096782467,0.8967000842094421,9.859000325143674,0.0023522598203271627
7,kodim07,0.12197286946078142,0.12198893229166667,0.12197286946078142,5.289601002004929,74.31732599798124,97.74847798689734,172.06580398487858,393216,28.96621375026011,0.953885555267334,13.361630163657045,0.0012687575072050095
8,kodim08,0.26161283627152443,0.261474609375,0.26161283627152443,5.061643008957617,68.9169649995165,87.36417500767857,156.28114000719506,393216,24.23274352570306,0.9399160742759705,12.212416994295737,0.0037733374629169703
9,kodim09,0.09255180197457473,0.09285481770833333,0.09255180197457473,5.139112006872892,72.54961499711499,88.6673979985062,161.2170129956212,393216,29.505349763003473,0.9506456255912781,13.066743486199634,0.00112063717097044
10,kodim10,0.09913500646750133,0.09928385416666667,0.09913500646750133,5.121101989061572,70.68752599298023,88.30822000163607,158.9957459946163,393216,29.119185127953298,0.9327539801597595,11.723334156017584,0.0012248459970578551
11,kodim11,0.12377083674073219,0.124267578125,0.12377083674073219,5.4001000098651275,72.37864700437058,88.3861890033586,160.76483600772917,393216,27.135563530931982,0.9013405442237854,10.058612845158683,0.0019339428981766105
12,kodim12,0.0864068977534771,0.08601888020833333,0.0864068977534771,5.259391007712111,72.2836070053745,86.88011699996423,159.16372400533874,393216,29.902017226705464,0.9112952351570129,10.520530510878089,0.001022817799821496
13,kodim13,0.23637875386824211,0.23714192708333334,0.23637875386824211,5.075302004115656,70.52631699480116,88.06041099887807,158.58672799367923,393216,22.781452495262286,0.88006591796875,9.210573845842912,0.005270535591989756
14,kodim14,0.1612948610757788,0.16153971354166666,0.1612948610757788,5.391361002693884,72.06048798980191,84.43260099738836,156.49308898719028,393216,25.951374194717882,0.8981020450592041,9.918345320567726,0.0025401688180863857
15,kodim15,0.09089297366638978,0.09114583333333333,0.09089297366638978,5.262721999315545,69.38990201160777,92.9342750023352,162.32417701394297,393216,28.978903809239803,0.9274749755859375,11.395121163289406,0.0012650556163862348
16,kodim16,0.08145939527700344,0.08170572916666667,0.08145939527700344,5.064493001555093,67.27143400348723,83.48135600681417,150.7527900103014,393216,28.221850827373736,0.8978829979896545,9.909019438626565,0.0015059651341289282
17,kodim17,0.09575587076445422,0.09602864583333333,0.09575587076445422,5.254871008219197,68.64026701077819,91.68068099825177,160.32094800902996,393216,28.849459747050563,0.9307310581207275,11.594614463966963,0.001303328899666667
18,kodim18,0.15758982424934703,0.158203125,0.15758982424934703,5.083932992420159,68.22338901110925,97.00432200042997,165.2277110115392,393216,25.493650890323387,0.8945367932319641,9.768990274243421,0.0028225062415003777
19,kodim19,0.11159821444501479,0.11165364583333333,0.11159821444501479,5.227982008364052,75.31506998930126,92.9272450011922,168.24231499049347,393216,27.830958150744266,0.9063267111778259,10.283842316408911,0.0016477988101541996
20,kodim20,0.09134536112348238,0.09122721354166667,0.09134536112348238,5.094923006254248,68.87733499752358,88.54302899271715,157.42036399024073,393216,29.608340060805144,0.9482589364051819,12.861646481240584,0.0010943745728582144
21,kodim21,0.14087136089801788,0.14143880208333334,0.14087136089801788,5.50802999350708,85.15777699358296,97.13612099585589,182.29389798943885,393216,26.867672679722748,0.9363035559654236,11.958848122371478,0.0020569926127791405
22,kodim22,0.11212407735486826,0.11238606770833333,0.11212407735486826,5.8859980053966865,70.76030499592889,98.65028299100231,169.4105879869312,393216,27.416603829761748,0.878154456615448,9.14190350918261,0.0018127571092918515
23,kodim23,0.07884695070485274,0.0791015625,0.07884695070485274,5.062422002083622,70.43896699906327,93.2027529925108,163.64171999157406,393216,30.7270313023415,0.9424417018890381,12.39892055804667,0.0008458568481728435
24,kodim24,0.16670198676486808,0.16707356770833334,0.16670198676486808,5.160482003702782,70.04028899245895,87.81393300159834,157.8542219940573,393216,25.024654013561527,0.911740779876709,10.542399143876668,0.0031443769112229347
