image,image_name,estimated_bpp,coded_bpp,bpp,forward_ms,encode_ms,decode_ms,codec_total_ms,num_pixels,psnr,ms_ssim,ms_ssim_db,mse
1,kodim01,0.7882553984721502,0.7897135416666666,0.7882553984721502,151.2645379989408,86.67669299757108,99.43960800592322,186.1163010034943,393216,30.935213217733633,0.9809155464172363,17.193202700553456,0.000806266616564244
2,kodim02,0.2938625067472458,0.2937825520833333,0.2938625067472458,5.489292001584545,78.33989500068128,101.96441500738729,180.30431000806857,393216,33.21282644041494,0.9532759785652161,13.304597855066227,0.00047721859300509095
3,kodim03,0.2475912980735302,0.24617513020833334,0.2475912980735302,5.238883008132689,72.89098200271837,86.72614200622775,159.61712400894612,393216,35.54808888014432,0.9781950116157532,16.61444140343861,0.00027873474755324423
4,kodim04,0.31172047555446625,0.3125813802083333,0.31172047555446625,8.399597994866781,79.43960900593083,97.15298999799415,176.592599003925,393216,33.628113510407914,0.9669175744056702,14.804026556003397,0.00043369922786951065
5,kodim05,0.802575538555781,0.8037109375,0.802575538555781,5.106923999846913,73.90020599996205,100.98671099694911,174.88691699691117,393216,31.20997365661175,0.9838871359825134,17.928272580636794,0.0007568374858237803
6,kodim06,0.5467214112480481,0.547119140625,0.5467214112480481,5.190373005461879,72.32961400586646,94.38536399102304,166.7149779968895,393216,32.14748048780913,0.9732975959777832,15.734496372652542,0.0006098906160332263
7,kodim07,0.3368263691663742,0.3370768229166667,0.3368263691663742,5.318744006217457,73.75537700136192,90.07251600269228,163.8278930040542,393216,35.02303025468491,0.9869978427886963,18.859845871360303,0.00031455527641810477
8,kodim08,0.8544417421023052,0.8533528645833334,0.8544417421023052,5.090883991215378,74.11746599245816,93.14340999117121,167.26087598362938,393216,30.487065115048498,0.9837660789489746,17.895765704292433,0.0008939093677327037
9,kodim09,0.2564585581421852,0.2569173177083333,0.2564585581421852,5.062374999397434,72.6152830029605,91.51263799867593,164.12792100163642,393216,35.14189276695532,0.9825348854064941,17.578285604893182,0.00030606292420998216
10,kodim10,0.28152957061926526,0.281982421875,0.28152957061926526,5.234153009951115,74.62223400943913,101.9424450059887,176.56467901542783,393216,34.72498120722329,0.977691650390625,16.515325580018573,0.0003369006735738367
11,kodim11,0.45765295873085654,0.4584147135416667,0.45765295873085654,5.075345005025156,73.39347900415305,91.4579880045494,164.85146700870246,393216,32.38402334040722,0.9698341488838196,15.204844167475098,0.0005775607423856854
12,kodim12,0.23590094844500223,0.23649088541666666,0.23590094844500223,5.156243991223164,71.61447900580242,98.08334500121418,169.6978240070166,393216,34.67155884566311,0.9670713543891907,14.824261319011626,0.0003410704666748643
13,kodim13,1.0254853591322899,1.0281575520833333,1.0254853591322899,5.068133992608637,71.37242000317201,92.74750099575613,164.11992099892814,393216,28.77866027953064,0.9771139025688171,16.40428257504557,0.0013247501337900758
14,kodim14,0.6034154978891214,0.6039225260416666,0.6034154978891214,5.06809500802774,75.55369801411871,97.8124669927638,173.3661650068825,393216,31.444233159507,0.9738898873329163,15.831912541599284,0.0007170949829742312
15,kodim15,0.301626573006312,0.301025390625,0.301626573006312,5.215924000367522,76.65954399271868,91.39663900714368,168.05618299986236,393216,33.662797506420674,0.9727230072021484,15.642035109689383,0.00043024937622249126
16,kodim16,0.3392264929910501,0.3379720052083333,0.3392264929910501,5.200073006562889,71.82969700079411,96.89879100187682,168.72848800267093,393216,33.6989380827747,0.9719435572624207,15.51967393798548,0.00042668383684940636
17,kodim17,0.3101363802949587,0.3109537760416667,0.3101363802949587,5.044895005994476,71.60983899666462,102.33791299106088,173.9477519877255,393216,34.03009994547564,0.9775857329368591,16.49475457808127,0.00039535752148367465
18,kodim18,0.6097321696579456,0.611083984375,0.6097321696579456,5.080304006696679,73.55786900734529,101.24684900802094,174.80471801536623,393216,30.955439029732084,0.9723992943763733,15.590798148720973,0.0008025204297155142
19,kodim19,0.4021045578022798,0.402099609375,0.4021045578022798,5.106134005472995,75.45162001042627,99.053219993948,174.50484000437427,393216,32.79454039257868,0.9715642929077148,15.46135967958339,0.000525467621628195
20,kodim20,0.27287812530994415,0.273193359375,0.27287812530994415,5.253362993244082,76.0334660008084,99.83366599772125,175.86713199852966,393216,34.44818071232361,0.9821178317070007,17.475798221960797,0.0003590723208617419
21,kodim21,0.48984774326284725,0.4908040364583333,0.48984774326284725,5.216292993281968,79.70982800179627,97.63969700725283,177.3495250090491,393216,32.637873890534415,0.9793095588684082,16.842302498381905,0.0005447692819871008
22,kodim22,0.44843416412671405,0.4495442708333333,0.44843416412671405,5.1709940016735345,74.30040600593202,94.55187199637294,168.85227800230496,393216,32.19947765791452,0.9638805985450745,14.422594551186872,0.000602632062509656
23,kodim23,0.2014846814175447,0.201904296875,0.2014846814175447,5.18199399812147,73.40485000167973,100.73124099289998,174.13609099457972,393216,35.99495292039477,0.9791834950447083,16.815921857787913,0.00025148072745651007
24,kodim24,0.6260185080269972,0.626708984375,0.6260185080269972,5.079125010524876,73.4970589983277,101.66668699821457,175.16374599654227,393216,31.05674923295441,0.978815495967865,16.739816991696404,0.0007840162725187838
