image,bpp,psnr,ms_ssim,ms_ssim_db,mse
1,0.20531030495961508,25.387161066694407,0.9165335893630981,10.784882623596001,0.0028925701044499874
2,0.08661356940865517,28.976633565182333,0.8849274516105652,9.390282689413272,0.0012657170882448554
3,0.07553427790602048,30.151092826220026,0.9382159113883972,12.091233552980267,0.0009658078197389841
4,0.0909451696400841,28.874568056451267,0.8983989953994751,9.931019978561595,0.0012958155712112784
5,0.24405145334700742,24.884118054907344,0.9276723861694336,11.406958625305911,0.003247791901230812
6,0.14629730520149073,26.30218880452746,0.895944356918335,9.827343624223415,0.0023430476430803537
7,0.12166538337866466,28.992415948446162,0.9536118507385254,13.335929540939295,0.001261125784367323
8,0.2604940729215741,24.269377957642185,0.9400070905685425,12.219000758957128,0.0037416417617350817
9,0.09229731652885675,29.542564229657017,0.9504919052124023,13.053237862347407,0.0011110755149275064
10,0.09894987754523754,29.181038174906384,0.9331115484237671,11.746488575633073,0.0012075251433998346
11,0.12415163653592268,27.176226945536687,0.900955855846405,10.04171196419826,0.001915919710882008
12,0.0843533348912994,29.931769874647518,0.9109818935394287,10.505216480053205,0.0010158346267417073
13,0.23644942014167705,22.80461137478494,0.8797177672386169,9.197985188243624,0.005242505110800266
14,0.16083818425734836,25.96011190628274,0.897407054901123,9.888825028691524,0.0025350633077323437
15,0.08992947855343422,28.97602165739464,0.9273087382316589,11.385177926331044,0.0012658954365178943
16,0.07994662287334602,28.244246393739637,0.8977102041244507,9.901676880471319,0.0014982192078605294
17,0.09611005367090304,28.878748763623232,0.9303905963897705,11.573320871111545,0.001294568763114512
18,0.15745568741112947,25.520914776363544,0.8945202827453613,9.768310430321375,0.0028048427775502205
19,0.10965285388131936,27.829903415631946,0.9056608080863953,10.253078481344705,0.0016481990460306406
20,0.09125178555647531,29.596191600611125,0.9479791522026062,12.838225742714492,0.001097440137527883
21,0.14151098082462948,26.894057946912344,0.936231791973114,11.953957871051063,0.0020445333793759346
22,0.1130031542852521,27.434576170370775,0.8778943419456482,9.132642115272642,0.0018052709056064487
23,0.07820632681250572,30.74443496551413,0.942284345626831,12.387063759985296,0.0008424739935435355
24,0.16630996918926638,25.04874179732473,0.911179780960083,10.514881601455677,0.0031269851606339216
