image,bpp,psnr,ms_ssim,ms_ssim_db,mse
1,0.31346651042501134,27.090627155981363,0.9448836445808411,12.587195079668888,0.00195405725389719
2,0.0967244269947211,30.694893663598492,0.9124255180358887,10.5762242301733,0.0008521393756382167
3,0.09578182206799586,32.235845814397145,0.9557541012763977,13.541269790736399,0.0005976066458970308
4,0.11796527883658807,30.775840592253203,0.9289950728416443,11.487115137676845,0.0008364036912098527
5,0.3967924378812313,27.25363024316674,0.9554770588874817,13.514161546080398,0.001882075215689838
6,0.2246496696025133,28.278964742973063,0.931346595287323,11.63337920025735,0.0014862898970022798
7,0.15843364285926023,31.54643156802489,0.9718027710914612,15.49793570009156,0.0007004172657616436
8,0.41078396576146287,26.681850419290306,0.961749255657196,14.173601092469102,0.0021469155326485634
9,0.11251137560854356,32.04218936570802,0.9640731811523438,14.44581235844958,0.000624857610091567
10,0.1299795601516962,31.747890732024974,0.9557260870933533,13.53852093592224,0.0006686685956083238
11,0.18459489072362584,29.088424560967194,0.9304311275482178,11.575850354800302,0.0012335522333160043
12,0.0871123888840278,31.847222449091053,0.9359657168388367,11.935874478705777,0.0006535483989864588
13,0.4317515765627225,24.913570612818212,0.9243114590644836,11.209698666713583,0.003225840860977769
14,0.25771638037016,27.920044600605447,0.9322998523712158,11.69410384279458,0.0016143419779837132
15,0.11113902367651463,30.814105724603525,0.9453318119049072,12.62265319987045,0.0008290666155517101
16,0.12134775146842003,30.18708664148138,0.9308270812034607,11.600638985950436,0.0009578363969922066
17,0.13505112255613008,30.968066756758216,0.9537654519081116,13.350333829180421,0.0008001903770491481
18,0.2735326861341794,27.49788689074338,0.9335351586341858,11.774080274587648,0.0017791448626667261
19,0.15657309163361788,29.507871118968794,0.9326605796813965,11.717306264913717,0.0011199867585673928
20,0.10262411429236332,31.54734658958976,0.962236225605011,14.229246055552027,0.000700269709341228
21,0.215851834975183,28.983421055914103,0.9572892189025879,13.69462486096145,0.0012637404724955559
22,0.17465953808277845,29.022080599153988,0.9160632491111755,10.760478459222995,0.0012525409692898393
23,0.08919758566965659,33.212328266488335,0.9613025784492493,14.123179715078823,0.00047727333731018007
24,0.2836596264193455,27.3877715408841,0.9452674388885498,12.617542293552756,0.001824831822887063
