image,bpp,psnr,ms_ssim,ms_ssim_db,mse
1,0.19756398846705756,25.364337952552557,0.9154729843139648,10.730044639708353,0.0029078111983835697
2,0.07533159231146176,28.92023413618698,0.8829196095466614,9.3151583789995,0.0012822614517062902
3,0.06983626509706178,30.44530240021858,0.9391221404075623,12.155406253494164,0.000902546860743314
4,0.08383239929874738,28.963312925760434,0.9025313854217529,10.11135206966016,0.0012696052435785532
5,0.23974872939288616,24.845563551403274,0.9271966814994812,11.378488243460744,0.0032767525408416986
6,0.13301463114718598,26.30046936984861,0.8947877287864685,9.77933604198213,0.0023439754731953144
7,0.11613709541658561,29.28987390139122,0.9558495879173279,13.550652385327231,0.0011776401661336422
8,0.2640953082591295,24.264150997743172,0.9399555325508118,12.21527002698728,0.003746147733181715
9,0.08279505620400111,30.048734587821126,0.9543299078941345,13.403681125219947,0.0009888411732390523
10,0.09266021847724915,29.399875608425283,0.9359415173530579,11.934233526822606,0.0011481865076348186
11,0.11689885705709457,27.297712463212633,0.9026126861572266,10.114976128022239,0.0018630682025104761
12,0.06271560428043207,30.296004253235836,0.9128654599189758,10.598096567823205,0.0009341133409179747
13,0.22781356796622276,22.774836673051375,0.8781247735023499,9.140845641829394,0.005278570577502251
14,0.15743392333388329,26.01737031905879,0.8974666595458984,9.89134893429246,0.0025018597953021526
15,0.08291499751309554,29.130369610923896,0.930034339427948,11.551150611751035,0.0012216956820338964
16,0.07482732770343621,28.482494441834415,0.8985090255737305,9.93572577762134,0.001418242696672678
17,0.0931039247661829,29.045182550919336,0.9324957728385925,11.706690304965068,0.001245895866304636
18,0.1529089001317819,25.54898329504438,0.8946400284767151,9.7732435542746,0.0027867734897881746
19,0.10600033650795619,27.839374216412445,0.9067115783691406,10.301722547943603,0.001644608681090176
20,0.07294301688671112,29.77085191461161,0.950037956237793,13.013598045554184,0.0010541800875216722
21,0.13252767423788708,26.985366100586692,0.9380929470062256,12.082598695294093,0.002001996850594878
22,0.10624915113051733,27.507616790191346,0.8800819516181946,9.211154480709647,0.0017751633422449231
23,0.07353857904672623,31.11338599487819,0.9450163841247559,12.597667031424374,0.000773858220782131
24,0.16495385766029358,25.135947520618835,0.9133977293968201,10.624707211754451,0.0030648219399154186
