image,bpp,psnr,ms_ssim,ms_ssim_db,mse
1,0.7404177232335011,31.29950112395044,0.9819097518920898,17.425554767467432,0.0007413954008370638
2,0.23325837186227244,33.48496133555952,0.9560043811798096,13.565905693536081,0.0004482330405153334
3,0.19322257582098246,36.07706237375928,0.9797365069389343,16.93285687979438,0.00024677079636603594
4,0.2643227682759364,33.92731273089859,0.9690799713134766,15.097601118302633,0.00040482630720362067
5,0.7166382763534784,31.904855404962753,0.9846991896629333,18.152855681629685,0.0006449327920563519
6,0.5134421515588959,32.54777661964101,0.9739649891853333,15.8444223758694,0.0005561889265663922
7,0.2749098911881447,35.65561082261197,0.9882314801216125,19.292781547496038,0.00027191860135644674
8,0.7601426926751931,31.29423975482322,0.9844263195991516,18.076087420305324,0.0007422941271215677
9,0.21375210117548704,35.639226707344946,0.9830740094184875,17.714459051246028,0.00027294637402519584
10,0.22878987652560076,35.458943861466935,0.9800218939781189,16.99445686442086,0.00028451529215089977
11,0.4035263533393542,32.81451456787847,0.9699285626411438,15.21845812933708,0.0005230564274825156
12,0.19439006969332695,34.90347321123237,0.9677870869636536,14.91969999849465,0.0003233349707443267
13,1.0625603267302115,29.59910278720435,0.9783238768577576,16.64018390421943,0.0010967047419399023
14,0.5451735475411017,31.866732701763812,0.97503262758255,16.026271606781886,0.0006506189820356667
15,0.2504693102091551,34.18237083040158,0.9745917320251465,15.950249388300424,0.0003817358228843659
16,0.3016051209221284,33.93168449992758,0.9720208048820496,15.531647830843816,0.0004044189990963787
17,0.2676415604849656,34.43888463305244,0.977713406085968,16.519563001771132,0.00035984173882752657
18,0.5876697494337956,31.561643771588585,0.9738823771476746,15.830663537789878,0.0006979681784287095
19,0.3519829542686542,33.14453088571871,0.971907913684845,15.514160058495873,0.00048478247481398284
20,0.23260390230764946,34.96251380008883,0.9827634692192078,17.635501407370757,0.0003189691051375121
21,0.46564907766878605,33.14237467965705,0.980312168598175,17.058021184016884,0.00048502322169952095
22,0.4061492520074049,32.50211081617634,0.9649062156677246,14.547697971876248,0.0005620680749416351
23,0.16402083511153856,36.38127646937865,0.9800558090209961,17.00183575823454,0.00023007654817774892
24,0.5940189339841405,32.00479747572039,0.980687141418457,17.141534396173842,0.0006302607362158597
