image,bpp,psnr,ms_ssim,ms_ssim_db,mse
1,0.6325262784957886,28.59615319963453,0.9704182744026184,15.289764958035477,0.0013816074933856726
2,0.3402688105901082,32.6127536916493,0.9511253237724304,13.109161065893385,0.0005479294341057539
3,0.29272788763046265,34.39901386477441,0.9758203029632568,16.16549145001093,0.0003631605068221688
4,0.35115039348602295,32.78991581551023,0.9640042185783386,14.437483940284872,0.0005260274629108608
5,0.6748376687367758,28.6352958106244,0.9756157994270325,16.12891478023615,0.0013692111242562532
6,0.5064443747202555,29.622908236987264,0.9643775820732117,14.482766054616947,0.0010907097021117806
7,0.3642053206761678,33.99725589138058,0.9855244755744934,18.393656935087797,0.0003983587957918644
8,0.6977206071217855,27.538561220636222,0.9768621325492859,16.3567667118662,0.0017625598702579737
9,0.3146158258120219,34.19043088636349,0.9811997413635254,17.258361760756227,0.00038102801772765815
10,0.33142346143722534,33.98580531165328,0.9776533246040344,16.507870794486234,0.0003994104918092489
11,0.44039348761240643,30.743737682293713,0.9662227630615234,14.713758796747856,0.0008426092681474984
12,0.3129715919494629,34.112706572966005,0.9669733047485352,14.811348809212825,0.00038790854159742594
13,0.7729485034942627,25.138759747603466,0.9577309489250183,13.739775018167123,0.003062837990000844
14,0.5395946105321249,29.715451774478517,0.9671842455863953,14.839176071346373,0.001067713717930019
15,0.33451251188913983,32.54037398723766,0.9703312516212463,15.277007746695507,0.0005571377696469426
16,0.36292171478271484,32.32236882815088,0.9670462608337402,14.820953001248894,0.0005858185468241572
17,0.3355598449707031,32.62432523618742,0.9763204455375671,16.256264732467194,0.0005464714486151934
18,0.534973939259847,28.489665037279416,0.9648244976997375,14.537596921967083,0.0014159029815346003
19,0.40175362428029376,31.35438233610566,0.9666727185249329,14.772001105377509,0.0007320854347199202
20,0.3200259606043498,33.0905665294115,0.979211151599884,16.821695677790267,0.0004908438422717154
21,0.4560697873433431,30.245290138433,0.9754394888877869,16.09762599627608,0.0009450852521695197
22,0.42347462972005206,30.963264020458688,0.9569101929664612,13.656254507818327,0.0008010757737793028
23,0.2756598989168803,35.00306010608598,0.9788160920143127,16.739939186355542,0.00031600502552464604
24,0.5362559954325358,27.93798725614153,0.9723010659217834,15.575369433130168,0.0016076861647889018
