image,bpp,psnr,ms_ssim,ms_ssim_db,mse
1,0.8274195864796638,31.057070388021152,0.9808224439620972,17.17206739547084,0.000783958297688514
2,0.3247007081906001,33.1648659197412,0.9524067640304565,13.22454765553452,0.00048251787666231394
3,0.26524595295389497,35.548023581738555,0.9777349233627319,16.523758056715256,0.00027873893850483
4,0.3342321726183097,33.5529925656044,0.9655253291130066,14.624998711316612,0.0004412662819959223
5,0.8338946936031182,31.329612566062583,0.9838451147079468,17.91696121348298,0.0007362727774307132
6,0.5838992446660995,32.22337399207164,0.9729030132293701,15.670790006992583,0.0005993252852931619
7,0.35834837084015214,34.973747374083835,0.9868149757385254,18.799190667340394,0.00031814511748962104
8,0.8873471642533938,30.624402419708574,0.9837406873703003,17.888978183630094,0.0008660834864713252
9,0.2779579274356365,35.21761639359011,0.982203483581543,17.49665000404766,0.00030077266274020076
10,0.30154599870244664,34.74154027039633,0.9771484136581421,16.41083646114836,0.0003356185625307262
11,0.4873802463213603,32.39785183161566,0.9695794582366943,15.168330558083646,0.000575724639929831
12,0.272328441341718,34.5982996004691,0.9659091234207153,14.673618316061967,0.0003468726354185492
13,1.0725928743680317,29.022510101575996,0.9778025150299072,16.536962294000944,0.0012524171033874154
14,0.62352013712128,31.51556148994201,0.9734830856323242,15.764770138667048,0.000705413636751473
15,0.32142626494169235,33.611501022052316,0.971173882484436,15.402138472098382,0.00043536137673072517
16,0.35469235107302666,33.6539800063371,0.9711541533470154,15.39916709563418,0.00043112380080856383
17,0.3265496560682853,34.064987398100946,0.9771003127098083,16.401704481872507,0.00039219428435899317
18,0.63309953485926,31.04616924169898,0.9720010757446289,15.52858654333891,0.000785928568802774
19,0.42767436181505525,32.870096272939705,0.9718049764633179,15.498275385345071,0.0005164049216546118
20,0.30967669064799946,34.50633745999315,0.9821118116378784,17.47433640660883,0.00035429600393399596
21,0.5170448205123346,32.693724638706676,0.9790224432945251,16.782450962722137,0.0005378083442337811
22,0.4784085998932521,32.20698656205505,0.9630624055862427,14.3253139170167,0.0006015910184942186
23,0.216652512550354,35.92091162375053,0.9785555601119995,16.686852927090023,0.0002558048872742802
24,0.6520748312274615,31.18071546763356,0.9786838293075562,16.71290810738798,0.0007619534735567868
