image,bpp,psnr,ms_ssim,ms_ssim_db,mse
1,0.17439062582949796,25.754730644166898,0.9187717437744141,10.902928699188559,0.002657828386873007
2,0.05284704795728127,29.849658853769952,0.8928308486938477,9.699302085383387,0.0010352234821766615
3,0.051457778861125306,31.150393030304087,0.9439723491668701,12.515975865561142,0.0007672920473851264
4,0.0673959484944741,29.653768262895618,0.9085054993629456,10.386050088270665,0.0010829868260771036
5,0.23680936677070957,26.166248774405865,0.9366186261177063,11.9803835108715,0.002417548093944788
6,0.13395405855650702,27.265559897603183,0.9042299389839172,10.187702358864668,0.001876912428997457
7,0.10055089245239894,30.18449782529599,0.960731565952301,14.059564172425263,0.0009584075305610895
8,0.2655250048264861,26.037149176320035,0.9520196914672852,13.189369636707157,0.002490491606295109
9,0.07136542497513194,30.86451313434267,0.9578922390937805,13.756378517150335,0.0008194994879886508
10,0.07851503773902853,30.62218090368581,0.9410264492034912,12.293427225714463,0.0008665266213938594
11,0.10812417309110363,28.086539984744775,0.9077028632164001,10.348117713291291,0.0015536242863163352
12,0.05045028806974491,30.812040434508813,0.9133224487304688,10.620933664471917,0.0008294609724543989
13,0.28000425299008685,24.081353985893024,0.8875358700752258,9.48985972306189,0.003907190635800362
14,0.14824014032880464,26.857957699226418,0.9036951065063477,10.163516447207853,0.0020615991670638323
15,0.06892301421612501,29.900691699418225,0.9328413009643555,11.728977253855843,0.0010231300257146358
16,0.06692198337987065,29.14791993257954,0.9048683643341064,10.216750360550474,0.001216768636368215
17,0.08409452609096964,29.74283358194296,0.9333112835884094,11.759476415666224,0.001061003073118627
18,0.16058754222467542,26.41616364656805,0.9034169316291809,10.150990015102481,0.002282357309013605
19,0.09246779372915626,28.69225985015685,0.9100232720375061,10.458698041652427,0.0013513691956177354
20,0.06847781222313643,30.76279326947008,0.9511322975158691,13.109780788543624,0.0008389202412217855
21,0.13022579594204822,27.79205419883415,0.941990852355957,12.365035157806068,0.0016626260476186872
22,0.0901498159704109,27.92939441710128,0.8833221793174744,9.330116912609018,0.0016108702402561903
23,0.059180611822133265,32.07935959333525,0.949826717376709,12.995274840122292,0.0006195324240252376
24,0.1776395021006465,26.551153103590224,0.9205291867256165,10.997923425541424,0.0022125071845948696
