image,bpp,psnr,ms_ssim,ms_ssim_db,mse
1,0.5194342285394669,28.87235480924631,0.9677417874336243,14.913597006192859,0.0012964761117473245
2,0.18670055642724037,31.755448549748294,0.9314727783203125,11.641368755609843,0.0006675059557892382
3,0.160604198773702,33.70108272117373,0.9684846997261047,15.01478550614377,0.0004264731833245605
4,0.2022387410203616,32.00864966869395,0.9496017098426819,12.975841974401503,0.0006297019426710904
5,0.5646095077196757,29.090783953511654,0.9723768830299377,15.587273175560412,0.0012328822631388903
6,0.36074607198437053,30.070442937193988,0.9558479189872742,13.550488220740778,0.000983910751529038
7,0.24125752598047256,33.106688104487716,0.9807692170143127,17.160030330032903,0.0004890251439064741
8,0.5989921130239964,28.418400284314835,0.9742699265480042,15.895589740014316,0.0014393286546692252
9,0.1779237687587738,33.48796526419869,0.9759960770606995,16.19717776135664,0.00044792311382479966
10,0.19698957850535712,33.13510199543751,0.9681799411773682,14.972990218509457,0.000485836120788008
11,0.300307460129261,30.54725828425147,0.9513728022575378,13.131207569597123,0.0008816052577458322
12,0.15253295501073202,33.021006065219105,0.9512462615966797,13.119920772847365,0.0004987689317204058
13,0.6768541025618712,26.67468178454248,0.9580777287483215,13.775551963165466,0.0021504622418433428
14,0.39605016509691876,29.542357190771106,0.9565958976745605,13.624692213376237,0.0011111284838989377
15,0.19335826610525447,32.124963841978314,0.9613602161407471,14.129653115783949,0.0006130608962848783
16,0.21026121949156126,31.736647990801647,0.9538121223449707,13.354719932391827,0.0006704018451273441
17,0.21116328736146292,32.37558368815034,0.9663384556770325,14.728659633584758,0.0005786842084489763
18,0.4121541567146778,29.164979110139512,0.9568848013877869,13.653696089605516,0.0012119985185563564
19,0.25438129156827927,31.000282982360826,0.9543543457984924,13.406005641569967,0.0007942764787003398
20,0.17562656104564667,32.78574743601938,0.9733125567436218,15.736930310395394,0.0005265325889922678
21,0.33086758727828663,30.663834406126497,0.9696223139762878,15.174453109672184,0.0008582554291933775
22,0.28430776794751483,30.467938070587095,0.9432855248451233,12.463060825960753,0.0008978549740277231
23,0.1445159117380778,34.3391373278278,0.9700126647949219,15.23062125675947,0.0003682021051645279
24,0.4239113579193751,29.00275985081131,0.9646248817443848,14.513020996605775,0.001258125645108521
