image,image_name,estimated_bpp,coded_bpp,bpp,forward_ms,encode_ms,decode_ms,codec_total_ms,num_pixels,psnr,ms_ssim,ms_ssim_db,mse
1,kodim01,0.8005188728372256,0.802001953125,0.8005188728372256,161.5793870005291,91.95169199665543,105.05221800121944,197.00390999787487,393216,30.781781810010756,0.9803128242492676,17.058165816702516,0.0008352602599188685
2,kodim02,0.3315380240480105,0.3310546875,0.3315380240480105,5.937559995800257,74.03692200023215,90.68295900942758,164.71988100965973,393216,33.16773287828509,0.953493595123291,13.324872318183989,0.0004821994516532868
3,kodim03,0.2636461767057578,0.2638346354166667,0.2636461767057578,5.70559200423304,72.2307300020475,93.79224400618114,166.02297400822863,393216,35.392121398394856,0.9776389002799988,16.50506841636074,0.000288926821667701
4,kodim04,0.3337599585453669,0.3346354166666667,0.3337599585453669,9.288354005548172,76.31691999267787,104.04839299735613,180.365312990034,393216,33.51301764137617,0.9664896130561829,14.748205573454399,0.0004453466972336173
5,kodim05,0.8094935119152069,0.8104654947916666,0.8094935119152069,5.9251210041111335,69.90508201124612,89.7977829881711,159.70286499941722,393216,31.049441960284916,0.9833943247795105,17.797434604106353,0.0007853365386836231
6,kodim06,0.570890761911869,0.5721842447916666,0.570890761911869,5.347902988432907,70.80403699364979,93.85673300130293,164.66076999495272,393216,31.98502099727409,0.9726678729057312,15.63326568477256,0.0006331373006105423
7,kodim07,0.3537017007668813,0.3544921875,0.3537017007668813,5.741392000345513,73.09103599982336,94.02726200642064,167.118298006244,393216,34.89612398569474,0.9867699146270752,18.78437353327955,0.0003238825884182006
8,kodim08,0.8669945672154427,0.865234375,0.8669945672154427,5.978989996947348,82.06436199543532,100.71391800011043,182.77827999554574,393216,30.326848734381848,0.9836482405662537,17.864355108167256,0.0009275025804527104
9,kodim09,0.27546145021915436,0.2759602864583333,0.27546145021915436,5.49296299868729,73.51487399137113,94.90655800618697,168.4214319975581,393216,35.148368497457554,0.9822838306427002,17.516301767396598,0.0003056068962905556
10,kodim10,0.2994071419040362,0.299560546875,0.2994071419040362,6.054230005247518,75.8809429971734,98.0709220020799,173.9518649992533,393216,34.67404619754992,0.9774264693260193,16.464005086091266,0.0003408751799724996
11,kodim11,0.4784488814572493,0.4794108072916667,0.4784488814572493,5.3150140010984614,74.85659800295252,92.43795000656974,167.29454800952226,393216,32.30573411392119,0.9700269103050232,15.232684866734088,0.0005880667013116181
12,kodim12,0.2729183956980705,0.2736002604166667,0.2729183956980705,5.352563995984383,77.34842599893454,99.51530399848707,176.86372999742161,393216,34.60686862295522,0.966710090637207,14.77687387279273,0.00034618889912962914
13,kodim13,1.0279945110281308,1.0304361979166667,1.0279945110281308,6.50668800517451,72.51447900489438,92.03391200571787,164.54839101061225,393216,28.61325169022953,0.9767262935638428,16.33134447972864,0.0013761786976829171
14,kodim14,0.6121335128943125,0.613037109375,0.6121335128943125,5.220573992119171,71.63782299903687,92.35310000076424,163.9909229998011,393216,31.31286103122769,0.973336398601532,15.74081191687001,0.0007391182007268071
15,kodim15,0.320439404497544,0.3206380208333333,0.320439404497544,6.627707000006922,76.18407098925672,94.19894100574311,170.38301199499983,393216,33.530351883630345,0.9722964763641357,15.574649891200956,0.00044357270235195756
16,kodim16,0.3529743626713753,0.3535970052083333,0.3529743626713753,6.525097996927798,72.9303970001638,105.6580739968922,178.588470997056,393216,33.50093795280063,0.9711874127388,15.404177419690884,0.00044658713159151375
17,kodim17,0.32390053446094197,0.324462890625,0.32390053446094197,6.360008992487565,76.99180700001307,97.21653599990532,174.2083429999184,393216,33.97036089658039,0.9772682189941406,16.433665365268748,0.0004008334071841091
18,kodim18,0.6188750192523003,0.620361328125,0.6188750192523003,5.470443007652648,82.33824999479111,99.61118399223778,181.9494339870289,393216,30.85666868490319,0.9720029234886169,15.528873158456877,0.0008209810475818813
19,kodim19,0.42258426547050476,0.4232584635416667,0.42258426547050476,6.067030000849627,69.09326500317547,91.85120298934635,160.94446799252182,393216,32.71976628510815,0.9714625477790833,15.445848026224995,0.0005345931276679039
20,kodim20,0.3046564074854056,0.3046875,0.3046564074854056,5.641982002998702,83.96788200479932,97.28074599115644,181.24862799595576,393216,34.41780435603087,0.9822012782096863,17.496111852948054,0.00036159262526780367
21,kodim21,0.5025037949283918,0.5035807291666666,0.5025037949283918,5.145624003489502,72.73191699641757,94.68545900017489,167.41737599659245,393216,32.47986053662265,0.9790113568305969,16.780156358857976,0.0005649551167152822
22,kodim22,0.4707493558526039,0.471435546875,0.4707493558526039,5.304042992065661,70.32607900328003,90.24111100006849,160.56719000334851,393216,32.1157128431486,0.9632319808006287,14.345297662136634,0.0006143681821413338
23,kodim23,0.21659888327121735,0.216796875,0.21659888327121735,5.018035008106381,70.06912100769114,91.65971299808007,161.7288340057712,393216,35.85977121048208,0.9787912368774414,16.734846584382197,0.00025943160289898515
24,kodim24,0.6346254001061122,0.6358235677083334,0.6346254001061122,5.961939998087473,75.37888499791734,95.03639600006863,170.41528099798597,393216,30.89213189606245,0.97859787940979,16.695431932396314,0.0008143044542521238
