image,image_name,estimated_bpp,coded_bpp,bpp,forward_ms,encode_ms,decode_ms,codec_total_ms,num_pixels,psnr,ms_ssim,ms_ssim_db,mse
1,kodim01,0.2062138319015503,0.20686848958333334,0.2062138319015503,155.4318999988027,84.975810998003,101.1917729920242,186.1675839900272,393216,25.38018007143197,0.9164136052131653,10.778644061716133,0.0028972234576940536
2,kodim02,0.08632706726590791,0.08634440104166667,0.08632706726590791,5.133002006914467,79.65338000212796,96.16060099506285,175.8139809971908,393216,28.974971390069907,0.884612500667572,9.378412385374245,0.001266201608814299
3,kodim03,0.07568108538786569,0.07600911458333333,0.07568108538786569,5.422581001766957,69.31649599573575,95.55726399412379,164.87375998985954,393216,30.117662288193227,0.9379011988639832,12.069167841235531,0.0009732709731906652
4,kodim04,0.09113481144110361,0.09130859375,0.09113481144110361,8.233446002122946,75.44532199972309,97.41620399290696,172.86152599263005,393216,28.86132140849169,0.8981208205223083,9.919145614483693,0.0012997740413993597
5,kodim05,0.24457369682689506,0.24495442708333334,0.24457369682689506,5.194041994400322,84.1997050010832,99.91147000982892,184.11117501091212,393216,24.89662830061128,0.9278955459594727,11.420379071879621,0.003238449804484844
6,kodim06,0.14593001020451388,0.14632161458333334,0.14593001020451388,5.265232000965625,86.00249500887003,96.73742798622698,182.739922995097,393216,26.306478924147626,0.8958147168159485,9.821936234870797,0.002340734237805009
7,kodim07,0.12118295424928267,0.12166341145833333,0.12118295424928267,5.062512995209545,73.65932200627867,86.71891200356185,160.37823400984053,393216,28.977829670471426,0.9535419940948486,13.329394351508256,0.0012653685407713056
8,kodim08,0.26036223862320185,0.2609049479166667,0.26036223862320185,5.045382989919744,78.05766900128219,89.70063499873504,167.75830400001723,393216,24.265082061232405,0.9399414658546448,12.214252718765044,0.003745344700291753
9,kodim09,0.0922782194490234,0.09269205729166667,0.0922782194490234,5.02859300468117,74.9084549897816,91.4287960040383,166.3372509938199,393216,29.50342644783206,0.9503986835479736,13.045067968915838,0.00112113356590271
10,kodim10,0.09879002285500367,0.09912109375,0.09879002285500367,5.237981007667258,74.70394700067118,91.2950269994326,165.99897400010377,393216,29.143482425285853,0.9328230023384094,11.727794099635586,0.0012180125340819359
11,kodim11,0.12432888181259234,0.12467447916666667,0.12432888181259234,5.020393000449985,73.64450200111605,90.04125399223994,163.685755993356,393216,27.153161031608356,0.9009029865264893,10.039394338247018,0.0019261224661022425
12,kodim12,0.08406572416424751,0.08414713541666667,0.08406572416424751,5.215672004851513,75.88697999017313,92.9241880076006,168.81116799777374,393216,29.941066982170902,0.9108989834785461,10.501173412253042,0.0010136623168364167
13,kodim13,0.23651259920249382,0.237548828125,0.23651259920249382,5.213942000409588,77.13500299723819,90.57503999792971,167.7100429951679,393216,22.807208306244586,0.87981778383255,9.201597918320127,0.005239371210336685
14,kodim14,0.16023020415256423,0.16064453125,0.16023020415256423,5.086741992272437,74.97926500218455,92.2739109955728,167.25317599775735,393216,25.95681407252419,0.8974664807319641,9.891341360381679,0.002536989049986005
15,kodim15,0.08986339159309864,0.090087890625,0.08986339159309864,5.235750999418087,73.12372500018682,90.14616299828049,163.2698879984673,393216,28.9624655910386,0.9268393516540527,11.357224544829414,0.001269852975383401
16,kodim16,0.07959427932898203,0.080078125,0.07959427932898203,5.018732001190074,76.01468900975306,90.29631200246513,166.31100101221818,393216,28.229693651407363,0.8972201347351074,9.880919559712586,0.0015032480005174875
17,kodim17,0.09577913613369067,0.096435546875,0.09577913613369067,5.014502996345982,78.8416140130721,93.08731700002681,171.92893101309892,393216,28.86490772293036,0.9303984642028809,11.57381177331171,0.0012987011577934027
18,kodim18,0.15696261016031107,0.15755208333333334,0.15696261016031107,5.023702993639745,75.24806300352793,91.93257300648838,167.18063601001631,393216,25.50837708922745,0.8941481709480286,9.753016332485808,0.0028129518032073975
19,kodim19,0.1096039457867543,0.11002604166666667,0.1096039457867543,5.356021007173695,73.6516019969713,90.34533200610895,163.99693400308024,393216,27.8188670826218,0.9054270386695862,10.242330118379627,0.001652392791584134
20,kodim20,0.09155308331052463,0.091552734375,0.09155308331052463,5.051102009019814,74.79843500186689,90.28532299271319,165.08375799458008,393216,29.59210209326092,0.9478567242622375,12.828016891219061,0.001098474022001028
21,kodim21,0.14134356006979942,0.14208984375,0.14134356006979942,5.135572006111033,74.1206999955466,91.91218300838955,166.03288300393615,393216,26.886660001791203,0.9361281394958496,11.946904332248574,0.0020480190869420767
22,kodim22,0.11286388089259465,0.11279296875,0.11286388089259465,5.066041994723491,74.89696600532625,90.02403299382422,164.92099899915047,393216,27.426438795144115,0.8776448369026184,9.123776997295053,0.0018086566124111414
23,kodim23,0.07809490400056043,0.07845052083333333,0.07809490400056043,5.1027430017711595,93.85944200039376,95.30091501073912,189.16035701113287,393216,30.75882474620589,0.9421128630638123,12.374179298521588,0.0008396871853619814
24,kodim24,0.16642290819436312,0.16666666666666666,0.16642290819436312,5.076761997770518,73.96793000225443,89.50122600072064,163.46915600297507,393216,25.052266334367115,0.9110524654388428,10.508660851441247,0.0031244484707713127
